"LegalName","BusinessName","BusinessAddress","City","State","Zip","County","Municipality","AgentName","Expiration","LastUpdated","Fee","CIG","TOB","VAP","OTC","VM",
"FONTES FOOD STORE LLC","FONTE FOOD MARKET","1400-50TH ST","KENOSHA","WI","53140","KENOSHA","CITY of KENOSHA","QAHER YASIN","2027-06-30","2026-06-25","100","1","1","1","1","0",
"FONTANA PETRO INC","NORTHSIDE MOBIL","501 INTERCHANGE N.","LAKE GENEVA","WI","53147","WALWORTH","CITY of LAKE GENEVA","PRABH THIND","2026-06-30","2026-02-16","100","1","1","1","1","0",
"FONTANA GAS INC","FONTANA SHELL","286 VALLEY VIEW DR","FONTANA","WI","53125","WALWORTH","VILLAGE of FONTANA-ON-GENEVA-LAKE","Albaro Gomez","2026-06-30","2026-06-22","100","1","1","1","1","0",
"FONDY GAS MART INC.","LAKEVIEW MART","N7425 WINNEBAGO DRIVE","FOND DU LAC","WI","54935","FOND DU LAC","TOWN of TAYCHEEDAH","RAJVINDER SINGH","2026-06-30","2025-07-07","5","1","1","1","1","0",
"FOND DU LAC VAPOR LLC","FOND DU LAC VAPOR","928 S MAIN ST SUITE 400","FOND DU LAC","WI","54935","FOND DU LAC","CITY of FOND DU LAC","TARIK JAMAL","2026-06-30","2025-07-24","100","0","1","1","1","0",
"FOND DU LAC BEER & LIQUOR INC","POLINA LIQUOR","3179 N 37TH ST","MILWAUKEE","WI","53216","MILWAUKEE","CITY of MILWAUKEE","SINGH, HAKAM, AGENT","2026-01-21","2025-07-15","100","1","1","0","1","0",
"FLYING UNICORN LLC","THE THIRSTY CACTUS SALOON","6108 W BURNHAM ST.","WEST ALLIS","WI","53219","MILWAUKEE","CITY of WEST ALLIS","CRAIG SILBER","2026-06-30","2025-07-14","100","0","1","1","1","1",
"FLY BY NIGHT LLC","HIGH DIVE","701 E CENTER ST","MILWAUKEE","WI","53212","MILWAUKEE","CITY of MILWAUKEE","MC BRADY, JASON R, AGENT","2025-07-27","2025-07-15","100","1","1","0","1","0",
"FLIGHTLINE AMOCO INC.","FALLS BP AMOCO","N71W13162 APPLETON AVE.","MENOMONEE FALLS","WI","53051","WAUKESHA","VILLAGE of MENOMONEE FALLS","ROGER BREUNIG","2026-06-30","2025-07-14","100","1","1","1","1","0",
"FLIGHTLINE AMOCO INC","CORNER MARKET BP","15565 W. BLUEMOUND ROAD","BROOKFIELD","WI","53005","WAUKESHA","CITY of BROOKFIELD","ROGER A BREUNIG","2025-06-30","2024-08-12","100","1","1","1","1","0",
"FLEET FARM GROUP, LLC","FLEET FARM","1101 W. UPHAM RD","MARSHFIELD","WI","54449","WOOD","CITY of MARSHFIELD","TODD CICHON","2026-06-30","2025-07-07","0","1","1","0","1","0",
"FLEET FARM GROUP, LLC","FLEET FARM","2003 US HIGHWAY 12 W","MENOMONIE","WI","54751","DUNN","CITY of MENOMONIE","POJANOWSKI, JODIE A.","2026-06-30","2025-07-29","100","1","1","1","1","0",
"FLEET FARM GROUP, LLC","FLEET FARM","1815 N SPRING ST","BEAVER DAM","WI","53916","DODGE","CITY of BEAVER DAM","JAMI NELSON","2026-06-30","2025-07-24","100","1","1","1","1","0",
"FLEET FARM GROUP, LLC","FLEET FARM","1811 BADGER AVE","WAUSAU","WI","54401","MARATHON","CITY of WAUSAU","MATTHEW  CHECK","2026-06-30","2025-07-11","100","1","1","1","1","0",
"FLEET FARM GROUP, LLC","FLEET FARM FUEL","3108 EASTERN AVE","PLYMOUTH","WI","53073","SHEBOYGAN","TOWN of PLYMOUTH","ANTHONY HAAG","2027-06-30","2026-06-15"," 75.00","1","1","1","1","0",
"FLEET FARM GROUP, LLC","FLEET FARM","800 S MILITARY RD","FOND DU LAC","WI","54935","FOND DU LAC","CITY of FOND DU LAC","ERIN PUCKER","2026-06-30","2025-07-24","100","1","1","1","0","0",
"FLEET FARM GROUP, LLC","FLEET FARM FUEL","3150 OLD TOWN HALL RD","EAU CLAIRE","WI","54701","EAU CLAIRE","CITY of EAU CLAIRE","KOPPING, DIANE E","2026-06-30","2025-07-14","100","1","1","1","1","0",
"FLEET FARM GROUP LLC.","FLEET FARM FUEL","5590 A HIGHWAY 10 EAST","STEVENS POINT","WI","54482","PORTAGE","CITY of STEVENS POINT","KARKIEWICZ, MARK","2026-06-30","2025-07-15","100","1","1","1","1","0",
"FLEET FARM GROUP LLC FUEL","FLEET FARM FUEL","4620 DALMORE RD","DEFOREST","WI","53532","DANE","VILLAGE of DEFOREST","Christopher Streekstra","2026-06-30","2025-07-15","100","1","1","1","1","0",
"FLEET FARM GROUP LLC","FLEET FARM FUEL","2505 NEVA ROAD","ANTIGO","WI","54409","LANGLADE","CITY of ANTIGO","REBECCA M. SHERIDAN","2026-06-30","2025-07-14","25","1","1","1","1","0",
"FLEET FARM GROUP LLC","FLEET FARM FUEL","1528 E GENEVA ST","DELAVAN","WI","53115","WALWORTH","CITY of DELAVAN","JOHANNA DEPORTER","2026-06-30","2025-07-14","100","1","1","1","1","0",
"FLEET FARM GROUP LLC","FLEET FARM","1235 S RAPIDS RD","MANITOWOC","WI","54220","MANITOWOC","CITY of MANITOWOC","CLINT SIMON","2026-06-30","2025-07-15","100","1","1","0","0","0",
"FLEET FARM GROUP LLC","FLEET FARM FUEL","S63W19501 COLLEGE AVE","MUSKEGO","WI","53150","WAUKESHA","CITY of MUSKEGO","MONIQUE E.BUERGER","2026-06-30","2025-07-15","100","1","1","1","1","0",
"FLEET FARM GROUP LLC","FLEET FARM","2460 MAIN ST.","GREEN BAY","WI","54311","BROWN","VILLAGE of BELLEVUE","Jose Chavez","2026-06-30","2025-06-13","100","1","1","1","1","0",
"FLEET FARM GROUP LLC","FLEET FARM","177 N WASHBURN ST","OSHKOSH","WI","54904","WINNEBAGO","CITY of OSHKOSH","ADAM  BOSE","2026-06-30","2025-07-16","100","0","1","0","0","1",
"FLEET FARM GROUP LLC","MILLS GAS-MART (SOUTH)","3295 W. WISCONSIN AVE","GRAND CHUTE","WI","54914","OUTAGAMIE","TOWN of GRAND CHUTE","BRIAN BOSHERS","2026-06-30","2026-02-13","0","1","1","1","1","0",
"FLEET FARM GROUP LLC","MILLS GAS-MART (NORTH)","1350 N. BLUEMOUND DR","GRAND CHUTE","WI","54914","OUTAGAMIE","TOWN of GRAND CHUTE","BRIAN BOSHERS","2026-06-30","2026-02-13","0","1","1","1","1","0",
"FLEET FARM GROUP LLC","FLEET FARM","1500 TOWN CENTRE WAY","OCONOMOWOC","WI","53066","WAUKESHA","CITY of OCONOMOWOC","CAPROON, ALLISUN","2026-06-30","2025-07-14","100","1","1","1","1","0",
"FLEET FARM GROUP LLC","FLEET FARM FUEL","3725 W. WASHINGTON STREET","WEST BEND","WI","53095","WASHINGTON","CITY of WEST BEND","LISA WORTH","2026-06-30","2025-07-14","0","1","1","1","1","0",
"FLEET FARM GROUP LLC","FLEET FARM","2016 FARM DRIVE","WAUPACA","WI","54981","WAUPACA","CITY of WAUPACA","LANDON GLODOWSKI","2027-06-30","2026-06-16","100","1","1","1","1","0",
"FLEET FARM GROUP LLC","FLEET FARM","1001 INDUSTRIAL STREET","HUDSON","WI","54016","ST CROIX","CITY of HUDSON","Patrick K. Coffey","2026-06-30","2025-12-11","100","1","1","1","1","0",
"FLATWATERS SALOON & CAMPGROUND","FLATWATERS SALOON & CAMPGROUND","W4606 US HWY 63","TREGO","WI","54888","WASHBURN","TOWN of SPRINGBROOK","SUZANNE SCHROEDER","2026-06-30","2025-07-14","5","1","0","0","1","0",
"FLANAGAN'S STOP & SHOP, INC.","FLANAGAN'S STOP & SHOP","522 WEST COLLEGE AVENUE","APPLETON","WI","54911","OUTAGAMIE","CITY of APPLETON","PATRICK JAMES FLANAGAN","2026-06-30","2026-03-18","100","1","1","0","1","0",
"FKG OIL COMPANY, INC.","LITTLE CHUTE MOTOMART","303 W. MAIN STREET","LITTLE CHUTE","WI","54140","OUTAGAMIE","VILLAGE of LITTLE CHUTE","VALARIE SCHMIEDER","2026-06-30","2025-07-10","25","1","1","1","1","0",
"FKG OIL COMPANY INC","MENASHA MOTOMART","700 3RD STREET","MENASHA","WI","54952","WINNEBAGO","CITY of MENASHA","DOMINIQUE BLAU","2027-06-30","2026-06-19","100","1","1","1","1","0",
"FKG OIL COMPANY INC","MINOCQUA MOTO MART","7510 HWY 51 S","MINOCQUA","WI","54548","ONEIDA","TOWN of MINOCQUA","THOMAS TROY ADAMS","2026-06-30","2026-03-26","0","1","1","1","1","0",
"FKG OIL COMPANY","APPLETON MOTOMART","3400 EAST CALUMET STREET","APPLETON","WI","54915","OUTAGAMIE","CITY of APPLETON","JARED MITCHELL","2026-06-30","2026-03-18","100","1","1","1","1","0",
"FKG OIL COMPANY","BADGER MOTOMART","1850 WEST WISCONSIN AVENUE","APPLETON","WI","54914","OUTAGAMIE","CITY of APPLETON","LYNDA NABBEFELD","2026-06-30","2026-03-18","100","1","1","1","1","0",
"FKG OIL COMPANY","BALLARD MOTOMART","2838 NORTH BALLARD ROAD","APPLETON","WI","54911","OUTAGAMIE","CITY of APPLETON","JASON G. MAZANEC","2026-06-30","2026-03-18","100","1","1","1","1","0",
"FKG OIL COMPANY","KENSINGTON MOTOMART","320 SOUTH KENSINGTON DRIVE","APPLETON","WI","54915","OUTAGAMIE","CITY of APPLETON","ANNE M. STICHMAN","2026-06-30","2026-03-18","100","1","1","1","1","0",
"FKG OIL COMPANY","MOTOMART","2209 CROOKS AVENUE","KAUKAUNA","WI","54130","OUTAGAMIE","CITY of KAUKAUNA","MARY WISNIEWSKI","2026-06-30","2025-07-09","15","1","1","1","1","0",
"FKG OIL COMPANY","GRAND CHUTE MOTOMART","3225 W. GLENPARK DR.","GRAND CHUTE","WI","54914","OUTAGAMIE","TOWN of GRAND CHUTE","JARED MITCHELL","2026-06-30","2026-02-13","0","1","1","1","1","0",
"FKG OIL CO., INC.","BUCHANAN MOTOMART","W3140 VAN ROY RD.","APPLETON","WI","54915","OUTAGAMIE","TOWN of BUCHANAN","BRIAN SCHAEFER","2027-06-30","2026-06-22","50","1","1","1","1","0",
"FKG OIL CO.","PLOVER MOTOMART #3404","2930 POST ROAD","PLOVER","WI","54467","PORTAGE","VILLAGE of PLOVER","Christopher Yauck","2027-06-30","2026-06-19","100","1","1","1","1","0",
"FIZA, INC.","PARKSIDE BP","1207 22ND AVENUE","KENOSHA","WI","53140","KENOSHA","CITY of KENOSHA","ASAM AKHTAR","2027-06-30","2026-06-25","100","1","1","1","1","0",
"FIYAHSIDE LLC","FIYAHSIDE","7434 W CAPITOL DR","MILWAUKEE","WI","53216","MILWAUKEE","CITY of MILWAUKEE","RATTRAY, LASCELLES, AGENT","2026-01-14","2025-07-15","100","1","1","0","1","0",
"FIVE RIVERS WI. CORP ","RIVERVIEW B/P","418 NORTH MAIN STREET","OCONTO FALLS","WI","54154","OCONTO","CITY of OCONTO FALLS","Amandeep Singh","2026-06-30","2025-11-11","100","1","1","1","1","0",
"FISHTAILS LLC","MENASHA MARATHON","209 RACINE STREET","MENASHA","WI","54952","WINNEBAGO","CITY of MENASHA","BUDDI SUBEDI","2027-06-30","2026-06-19"," 100.00","1","1","1","1","0",
"FISHTAIL LLC","HILBERT PETRO","51 S 8TH ST","HILBERT","WI","54129","CALUMET","VILLAGE of HILBERT","BUDDI SUBEDI","2027-06-30","2026-06-17","5","1","0","0","1","0",
"FISCHER'S FOOD & LIQUOR LLC","FISCHER'S  FOOD & LIQUOR","4554 S 12TH ST","SHEBOYGAN","WI","53081","SHEBOYGAN","CITY of SHEBOYGAN","KEITH FISCHER","2026-06-30","2025-07-14","100","1","1","1","1","0",
"FIRST & LAST CHANCE TAVERN LLC","FIRST & LAST CHANCE TAVERN LLC","N5090 HWY 27 S","BLACK RIVER FALLS","WI","54615","JACKSON","TOWN of BROCKWAY","RHONDA CHARNESKI","2025-06-30","2024-09-04","25","1","0","0","1","0",
"FIRESIDE MARKET SOUTH LLC","FIRESIDE MARKET","820 HETZEL WAY","SLINGER","WI","53086","WASHINGTON","VILLAGE of SLINGER","PETER JUZENAS","2027-06-30","2026-06-22","50","1","1","1","1","0",
"FIREBALL LANES LLC","FIREBALL LANES","209 N MADISON ST","LANCASTER","WI","53813","GRANT","CITY of LANCASTER","TIMOTHY RICE","2026-06-30","2025-08-19","100","1","1","0","1","0",
"FIREBALL LANES BAR & GRILL, LLC","FIREBALL LANES BAR & GRILL, LLC","220 W SOUTH RAILROAD ST","KENDALL","WI","54638","MONROE","VILLAGE of KENDALL","JAMIE SOLCHENERGER","2027-06-30","2026-06-10","25","1","0","0","1","0",
"FINK'S OF MILWAUKEE, INC","FINK'S","1875 N HUMBOLDT AV","MILWAUKEE","WI","53202","MILWAUKEE","CITY of MILWAUKEE","EITEL, KRISTYN A, AGENT","2026-02-21","2025-07-15","100","1","1","0","1","0",
"FINEST ELECTRIC TATTOO, LLC","BLACK RIVER CIGAR","28 MAIN STREET","BLACK RIVER FALLS","WI","54615","JACKSON","CITY of BLACK RIVER FALLS","VINCENT MEYER","2026-06-30","2025-06-13","100","1","1","0","1","0",
"FINE FARE FOOD INC","FINE FARE FOODS","1819 DURAND AVENUE","RACINE","WI","53403","RACINE","CITY of RACINE","HARINDER KAUR","2026-06-30","2026-04-01","1","1","1","1","0","0",
"FINALLY K, INC.","IOLA SENTRY FOODS","125 MEADOW RD","IOLA","WI","54945","WAUPACA","VILLAGE of IOLA","NATHAN KULINSKI","2026-06-30","2025-07-07","5","1","1","1","1","0",
"FINAL QUEST LLC","WHATS UP","1635 MICHIGAN AVE","SHEBOYGAN","WI","53081","SHEBOYGAN","CITY of SHEBOYGAN","CURT HINZ","2026-06-30","2025-07-14","100","1","0","0","1","0",
"FILL N FLY LLC","FILL N FLY","2122 W BURNHAM ST","MILWAUKEE","WI","53204","MILWAUKEE","CITY of MILWAUKEE","DHAWAN, ISH, AGENT","2026-04-20","2025-07-15","100","1","1","1","1","0",
"FIESTA CANTINA AUTHENTIC MEXICAN GRILL, INC.","FIESTA CANTINA AUTHENTIC MEXICAN GRILL","1705 PLAZA DR","MENOMONIE","WI","54751","DUNN","CITY of MENOMONIE","VALENCIA, VERONICA","2026-06-30","2025-07-29","100","1","1","1","1","0",
"FEW VENTURES LLC","PRO CLOUDS SUPPLY","12033 ANTIOCH RD SUITE A","TREVOR","WI","53179","KENOSHA","VILLAGE of SALEM LAKES","FRED WOJCIECHOWSKI","2026-06-30","2025-08-22","50","0","1","1","1","0",
"FESTIVAL FOODS","SKOGEN'S FOODLINER INC","30 COPELAND AVE","LA CROSSE","WI","54601","LA CROSSE","CITY of LA CROSSE","DOUG MICHAEL ZUMACH","2026-06-30","2025-09-26","100","1","1","0","1","0",
"FESTIVAL FOODS","SKOGEN'S FOODLINER INC","2500 STATE RD","LA CROSSE","WI","54601","LA CROSSE","CITY of LA CROSSE","BRYCE R GRAMS","2026-06-30","2025-09-26","100","1","1","0","1","0",
"FERRYVILLE CHEESE LLC PRONTO MARKET","PRONTO MARKET","10110 STATE HWY 35","DE SOTO","WI","54624","CRAWFORD","VILLAGE of DE SOTO","KRISTOPHER KNUTSON","2026-06-30","2025-07-08","50","1","1","1","1","0",
"FERRYVILLE CHEESE LLC","FERRYVILLE CHEESE","163 MAIN ST","FERRYVILLE","WI","54628","CRAWFORD","VILLAGE of FERRYVILLE","STACY LIVERNASH","2026-06-30","2025-07-08","25","1","1","1","1","0",
"FERNANDO MORA","ABARRROTES EL PRIMO","105 E MAIN ST","SUN PRAIRIE","WI","53590","DANE","CITY of SUN PRAIRIE","FERNANDO MORA UGALDE","2027-06-30","2026-06-10","100","1","0","0","1","0",
"FEELIN' WHISKEY HOSPITALITY LLC","MOONLIGHT TAVERN AND SUPPER CLUB","101 E MAIN ST","PORT WASHINGTON","WI","53074","OZAUKEE","CITY of PORT WASHINGTON","ANDERS DOWD","2027-06-30","2026-06-18"," 100.00","0","1","0","1","0",
"FAY LAKE NORTHWOODS RESORT INC","FAY LAKE NORTHWOODS RESORT","3869 FAY LAKE RESORT RD","LONG LAKE","WI","54542","FLORENCE","TOWN of LONG LAKE","DANIEL & DIANE ROETHEL","2026-06-30","2025-06-27","5","1","0","0","1","0",
"FATEH, INC.","JS LIQUOR","7900 W SILVER SPRING DR","MILWAUKEE","WI","53218","MILWAUKEE","CITY of MILWAUKEE","SINGH, SUKHCHAIN, AGENT","2025-12-20","2025-07-15","100","1","1","1","1","0",
"FATEH QUICK MART, INC","FATEH QUICK MART","3115 W FOND DU LAC AV","MILWAUKEE","WI","53210","MILWAUKEE","CITY of MILWAUKEE","DHILLON, BALJINDER S, AGENT","2025-12-16","2025-07-15","100","1","1","1","1","0",
"FATEH PETROLEUM INC","HOMETOWN QUICK MART","3476 N HOLTON ST","MILWAUKEE","WI","53212","MILWAUKEE","CITY of MILWAUKEE","DHILLON, BALJINDER S, AGENT","2026-03-02","2025-07-15","100","1","1","0","1","0",
"FATEH 1 INC.","JACK'S LIQUOR","3565-67 N TEUTONIA AV","MILWAUKEE","WI","53206","MILWAUKEE","CITY of MILWAUKEE","SINGH, SUKHCHAIN, AGENT","2025-07-01","2025-07-15","100","1","1","1","1","0",
"FAST N FRIENDLY MARKET, LLC","FAST N FRIENDLY MARKET","311 W LOCUST ST","MILWAUKEE","WI","53212","MILWAUKEE","CITY of MILWAUKEE","TALEB, WALLA J, AGENT","2026-02-14","2025-07-15","100","1","1","0","1","0",
"FAST FUEL WAUSAU LLC","FAST FUEL WAUSAU","407 N 3RD AVE","WAUSAU","WI","54401","MARATHON","CITY of WAUSAU","SARASWATI  SHARMA","2026-06-30","2025-07-11","100","1","1","1","1","0",
"FAST FUEL CONVENIENCE, LLC","CITGO ON TEUTONIA","3551 N TEUTONIA AV","MILWAUKEE","WI","53206","MILWAUKEE","CITY of MILWAUKEE","BENIPAL, SIMRANJEET S, AGENT","2025-07-01","2025-07-15","100","1","1","1","1","0",
"FAST FUEL CONVENIENCE 2 LLC","FAST FUEL CONVENIENCE","6000 W NATIONAL AVE","WEST ALLIS","WI","53214","MILWAUKEE","CITY of WEST ALLIS","SIMRANJEET  SINGH","2026-06-30","2025-07-14","100","0","1","1","1","1",
"FAST FILL INC","FAST FILL","1508 S 8TH STREET","SHEBOYGAN","WI","53081","SHEBOYGAN","CITY of SHEBOYGAN","PARDEEP S RAGGI","2026-06-30","2025-07-14","100","1","1","1","1","0",
"FAST EDDIES INC","FAST EDDIES GAS, FOOD & BEVERAGES","9860 ST HWY 21","SPARTA","WI","54656","MONROE","TOWN of SPARTA","Shawn Pfaff","2027-06-30","2026-06-10","100","1","1","1","1","0",
"FARMHOUSE MADELINE ISLAND LLC","DARLING'S","284 MIDDLE ROAD","LA POINTE","WI","54850","ASHLAND","TOWN of LA POINTE","Gilpin Matthews","2026-06-30","2025-08-14","100","1","0","0","1","0",
"FARMER'S MAKERT, LLC","FARMERS MARKET","N7160 RACEWAY RD","BEAVER DAM","WI","53916","DODGE","TOWN of BEAVER DAM","SUKHDEEP GARCHA","2027-06-30","2026-06-18","100","1","1","0","1","0",
"FARMER'S INN TAVERN INC","FARMER'S INN","15 N WISCONSIN ST","DARIEN","WI","53114","WALWORTH","VILLAGE of DARIEN","GARRETT J BRICKNER","2026-06-30","2025-06-26","100","1","1","1","1","0",
"FARMER GENE'S CAMPGROUND","C&D HOSPITALITY LLC -- KINNEY LAKE CAMPGROUND","N11301 KINNEY LAKE RD","MARION","WI","54950","WAUPACA","TOWN of DUPONT","RYAN DAVIS","2027-06-30","2026-06-23","5","1","1","0","1","1",
"FARMBOYZ MERCANTILE","FARMBOYZ MERCANTILE","W106 MAIN STREET","STONE LAKE","WI","54876","WASHBURN","TOWN of STONE LAKE","Tammy DeGraw","2027-06-30","2026-06-22","25","1","0","1","1","0",
"FARIDA, LLC","SOUTH AVE FOODS","2108 S 25TH ST","MILWAUKEE","WI","53215","MILWAUKEE","CITY of MILWAUKEE","QATOUM, THAHER M, AGENT","2026-05-06","2025-07-15","100","1","1","1","1","0",
"FAMOUS CIGAR LLC","FAMOUS CIGAR","7030 W NORTH AVENUE","WAUWATOSA","WI","53213","MILWAUKEE","CITY of WAUWATOSA","JOHN PIETTE","2026-06-30","2025-07-14","100","1","1","1","1","0",
"FAMILY MART, LLC","LIQUOR DEPOT","9108 W BROWN DEER RD","MILWAUKEE","WI","53224","MILWAUKEE","CITY of MILWAUKEE","DUTTA, VIPAN, AGENT","2026-02-05","2025-07-15","100","1","1","1","1","0",
"FAMILY MART, LLC","BROWN DEER AMOCO","10501 W BROWN DEER RD","MILWAUKEE","WI","53224","MILWAUKEE","CITY of MILWAUKEE","DUTTA, VIPAN, AGENT","2025-08-31","2025-07-15","100","1","1","1","1","0",
"FAMILY FOODS CORPORATION","FAMILY FOODS","8328 W BROWN DEER RD","MILWAUKEE","WI","53223","MILWAUKEE","CITY of MILWAUKEE","DUTTA, VIPAN, AGENT","2025-07-09","2025-07-15","100","1","1","1","1","0",
"FAMILY ENTERTAINMENT LLC","OSHKOSH CINEMA","340 S KOELLER ST","OSHKOSH","WI","54904","WINNEBAGO","CITY of OSHKOSH","LAMARVON  JACKSON","1999-01-01","2025-07-16","0","1","0","0","0","0",
"FAMILY DOOR STORES OF WISCONSIN, LLC","FAMILY DOLLAR #24805","798 S MAIN ST","FOND DU LAC","WI","54935","FOND DU LAC","CITY of FOND DU LAC","JOSHUA NIGBOR","2026-06-30","2025-07-24","100","1","1","0","1","0",
"FAMILY DOOR STORES OF WISCONSIN, LLC","FAMILY DOLLAR #25316","47 W SCOTT ST","FOND DU LAC","WI","54935","FOND DU LAC","CITY of FOND DU LAC","JOSHUA NIGBOR","2026-06-30","2025-07-24","100","1","1","0","1","0",
"FAMILY DOLLARS STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #30374","720 MAIN STREET","WILD ROSE","WI","54984","WAUSHARA","VILLAGE of WILD ROSE","JOSHUA NIGBOR","2026-06-30","2025-12-04","5","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN,LLC","FAMILY DOLLAR STORE #27001","358 S PIONEER PARK ROAD","WESTFIELD","WI","53964","MARQUETTE","VILLAGE of WESTFIELD","TODD LITTLER","2027-06-30","2026-06-16","50","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR #30057","26459 LAKELAND AV S","WEBSTER","WI","54893","BURNETT","VILLAGE of WEBSTER","Joshua E Bragger","2027-06-30","2026-06-15"," 100.00","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #26027","1607 MARINETTE AVE","MARINETTE","WI","54143","MARINETTE","CITY of MARINETTE","DEBRA M RAYMOND","2026-06-30","2025-07-17","100","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #23410","110 BELKNAP STREET","SUPERIOR","WI","54880","DOUGLAS","CITY of SUPERIOR","JOSHUA BRAGGER","2026-06-30","2026-03-26","100","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #33591","1120 NORTH MAIN STREET","MARION","WI","54950","SHAWANO","CITY of MARION","DEBRA RAYMOND","2026-06-30","2025-07-23","25","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #27984","1104 E. PROSPECT STREET","DURAND","WI","54736","PEPIN","CITY of DURAND","Steve Lowery","2026-06-30","2025-07-09","20","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #24446","28 COUNTRY HIGHWAY M","EVANSVILLE","WI","53536","ROCK","CITY of EVANSVILLE","COREY SCHMIT","2026-06-30","2026-02-23","100","1","1","1","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #21518","714 APPLETON ROAD","MENASHA","WI","54952","WINNEBAGO","CITY of MENASHA","Debra Raymond","2027-06-30","2026-06-19","100","1","1","1","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR 31687","619 DEPERE ROAD","DENMARK","WI","54208","BROWN","VILLAGE of DENMARK","JOSHUA D. NIGBOR","2026-06-30","2025-07-01","100","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #30035","2017 JACKSON ST","OSHKOSH","WI","54901","WINNEBAGO","CITY of OSHKOSH","JOSHUA  NIGBOR","2026-06-30","2025-07-16","100","0","1","0","0","1",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #33386","1120 W 67","KIEL","WI","53042","MANITOWOC","CITY of KIEL","JOCELYN KONRAD","2026-06-30","2025-10-15","100","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR #26644","1029 RIVER ST","BELLEVILLE","WI","53508","DANE","VILLAGE of BELLEVILLE","Steve R Lowery","2026-06-30","2025-08-08","100","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #23915","629 WOODLAND PLAZA","SEYMOUR","WI","54165","OUTAGAMIE","CITY of SEYMOUR","JOSHUA NIGBOR","2027-06-30","2026-06-23","50","1","1","1","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #24413","2301 LAKE ST","ALGOMA","WI","54201","KEWAUNEE","CITY of ALGOMA","Joshua Nigbor","2026-06-30","2025-07-15","25","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR #21395","416 E WALWORTH","DELAVAN","WI","53115","WALWORTH","CITY of DELAVAN","COREY SCHMIT","2026-06-30","2025-07-14","100","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR #24797","600 SUPERIOR AVE","TOMAH","WI","54660","MONROE","CITY of TOMAH","STEVEN LOWERY","2026-06-30","2025-07-10","50","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR # 31254","1229 3RD STREET ","PEPIN","WI","54759","PEPIN","VILLAGE of PEPIN","STEVE R. LOWERY","2026-06-30","2025-07-10","30","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #21485","935 N MAIN ST","OSHKOSH","WI","54901","WINNEBAGO","CITY of OSHKOSH","JOSHUA  NIGBOR","2026-06-30","2025-07-16","100","0","1","0","0","1",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #28804","317 N SAWYER ST","OSHKOSH","WI","54902","WINNEBAGO","CITY of OSHKOSH","JOSHUA  NIGBOR","2026-06-30","2025-07-16","100","0","1","0","0","1",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR #31010","753 CENTRAL AVENUE","FLORENCE","WI","54121","FLORENCE","TOWN of FLORENCE","DEBRA RAYMOND","2026-06-30","2025-06-17","30","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR #27449","599 S 3RD ST","CORNELL","WI","54732","CHIPPEWA","CITY of CORNELL","JOSHUA BRAGGER","2026-06-30","2026-02-25","5","1","1","0","1","0",
"FAMILY DOLLAR STORES OF WISCONSIN, LLC","FAMILY DOLLAR STORE #33660","1715 OAK STREET","BLOOMER","WI","54724","CHIPPEWA","CITY of BLOOMER","STEVE LOWERY","2026-06-30","2025-07-31","10","1","1","0","1","0",
